number,title,state,outcome_detail,opened_at_utc,merged_at_utc,closed_at_utc,merged_by,closed_by,url,merge_sha,retained_commit_count,retained_commit_author_counts,has_maintainer_authored_commit,force_push_events,merge_has_test_file_changes,review_highlight,later_follow_up,linked_issue_numbers,retained_commit_urls,source_file_overlap_with_later_noncohort_commits
7904,fix(SqlModel): retain insert result decoding services,MERGED,merged,2026-09-03T13:06:32Z,2026-09-03T22:57:28Z,2026-09-03T22:57:28Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7904,e11be41dfc73fa6b5643ab9af7df18d6907927d7,2,kitlangton=1; tim-smart=1,True,2,True,Tim deleted the standalone SqlModelServices type-test file; the insert resolver's decoding-service requirement remained.,No specific later follow-up identified.,7903,https://github.com/Effect-TS/effect/commit/733f427aae4bf6b93395fc868ae8e7cd21d13461; https://github.com/Effect-TS/effect/commit/d22a2af567f252855b5e857c70fc4023d002e283,
7906,fix(Sharding): preserve explicit registration service overrides,MERGED,merged,2026-09-03T13:11:53Z,2026-09-04T03:54:12Z,2026-09-04T03:54:12Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7906,7bb878176b8ad20cf0e671b570caf72e194f9515,3,kitlangton=1; tim-smart=2,True,1,True,Tim replaced three standalone fixtures with one registration-override regression using the shared TestSharding layer and suite conventions.,No specific later follow-up identified.,7905,https://github.com/Effect-TS/effect/commit/85e0aa7d3c3cc1251c80a61df7a3f40fd0f2f6a7; https://github.com/Effect-TS/effect/commit/60bfc0a2286c04711aea642d014d50ec61bfd7d8; https://github.com/Effect-TS/effect/commit/983485f17999aba0d1b9a8eb9a317a467c9c242d,
7910,fix(Number): preserve negative-zero remainder dividends,MERGED,merged,2026-09-03T14:14:11Z,2026-09-03T22:49:10Z,2026-09-03T22:49:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7910,07ffd25bd0e82c9e6b72b8e669833fb4531a9da3,2,kitlangton=1; tim-smart=1,True,1,True,Tim reduced negative-zero remainder coverage to a focused assertion.,No specific later follow-up identified.,7909,https://github.com/Effect-TS/effect/commit/9dc3b152f4f331ccdb0dfd7dff8f117356b1d76f; https://github.com/Effect-TS/effect/commit/335bf804e8de9d956c2228477be0c07621ace585,
7912,fix(Tokenizer): measure complete candidate prompts when truncating,MERGED,merged,2026-09-03T14:14:15Z,2026-09-03T22:36:10Z,2026-09-03T22:36:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7912,f43b9d6d99cb591c0377bb1474121827201627c9,1,tim-smart=1,True,1,True,The retained branch is a single Tim-authored fix measuring full candidate suffix prompts rather than summing isolated-message costs.,No specific later follow-up identified.,7911,https://github.com/Effect-TS/effect/commit/bb1901a5ca0bb733929a94c5651a0fc25b7cab2a,
7915,fix(Effectable): evaluate Class with asEffect,MERGED,merged,2026-09-03T14:18:29Z,2026-09-04T05:39:11Z,2026-09-04T05:39:12Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7915,027ceb91e003fbc36f0559f72e1c614cd9198c1a,5,kitlangton=1; tim-smart=4,True,1,True,"API redesign: Tim requested abstract asEffect() instead of the original evaluator override, implemented per-run delegation, and moved focused tests into Effect.test.ts.","Related extension: [#7907](https://github.com/Effect-TS/effect/pull/7907), merged September 7, adds Effectable.Mixin and shares the asEffect-based evaluation prototype. The PR was opened earlier; this is a later integration, not evidence of a new bug caused here.",7914,https://github.com/Effect-TS/effect/commit/fcc6082b20c7683852e8eefd8a58622fb2763992; https://github.com/Effect-TS/effect/commit/2cfb2e522666f64d5707f5f4a891776511823c72; https://github.com/Effect-TS/effect/commit/60c6dbf7684d2217839b60aeab3e245cafe52136; https://github.com/Effect-TS/effect/commit/183cf48b66e31095cfa8f6105ab7be476d18fea6; https://github.com/Effect-TS/effect/commit/56446afbe2038ceecb96097367fed6f1a3b5a812,3d203b702e26687d2fea4aaae7cc01dcfb82c05e
7917,fix(Scope): retain cleanup after finalizer callback defects,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T14:18:32Z,,2026-09-03T22:54:35Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7917,,2,tim-smart=2,True,1,,The retained branch has Tim-authored cleanup fixes and strengthened tests. Tim closed without an explanatory comment.,No confirmed merged replacement identified.,7916,https://github.com/Effect-TS/effect/commit/eb22640f125231614bec1f177c17476fadb06e15; https://github.com/Effect-TS/effect/commit/f86eaed7190f00224949b94d6ae8a22ff4cc03a9,
7920,fix(Graph): respect impassable edges during cycle propagation,MERGED,merged,2026-09-03T14:54:35Z,2026-09-05T07:12:50Z,2026-09-05T07:12:50Z,fubhy,fubhy,https://github.com/Effect-TS/effect/pull/7920,e2ae72481e755a454f28ce45e90f43b857b7c6e5,2,kitlangton=1; tim-smart=1,True,2,True,Tim moved Infinity-barrier Bellman-Ford regressions into Graph.test.ts; Sebastian merged the PR.,No specific later follow-up identified.,7919,https://github.com/Effect-TS/effect/commit/cdd616e309ef784fd4a5b7506873fbf853682508; https://github.com/Effect-TS/effect/commit/2476f6fca5cbe680b5976bb5fb49100950442cf3,
7922,fix(HttpClient): keep preprocessing inside redirect recovery wrappers,MERGED,merged,2026-09-03T14:54:39Z,2026-09-03T22:39:07Z,2026-09-03T22:39:07Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7922,0276a27ddbb15d163daf56f059ca9f62c4fd9939,2,kitlangton=1; tim-smart=1,True,1,True,Tim tightened redirect/preprocessing recovery coverage while retaining per-execution request capture.,No specific later follow-up identified.,7921,https://github.com/Effect-TS/effect/commit/c84c22db50d73be404b1ea78fdbdf5f06c5785a3; https://github.com/Effect-TS/effect/commit/88ac5e97bf26906bd2e3cbb10170eb32801171d2,ca6f0dc4fcea564b351bf505df015d16a8b965ed
7924,fix(Tuple): retain optional evolve transform results,MERGED,merged,2026-09-03T14:59:21Z,2026-09-04T06:10:54Z,2026-09-04T06:10:54Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7924,d12f922853eff2310dbe9fc9b31562ad81b38435,3,kitlangton=1; tim-smart=2,True,3,True,Tim added the optional-transform result type regression and removed redundant runtime/type fixtures.,No specific later follow-up identified.,7923,https://github.com/Effect-TS/effect/commit/3e2f29776562df438d12ce2f9f00317ed5a9207f; https://github.com/Effect-TS/effect/commit/9d63c4986f113e95e99cecc0b1abdf30fd1f63b2; https://github.com/Effect-TS/effect/commit/e24fbed0d4925d4e71bd3b57491fec049559a1ca,
7926,fix(String): match native trim whitespace in literal types,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T14:59:25Z,,2026-09-03T22:39:51Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7926,,2,kitlangton=1; tim-smart=1,True,1,,Tim tightened trim-whitespace coverage before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7925,https://github.com/Effect-TS/effect/commit/2657cbb294ebf454e699bd68fb473aaf20d47f4b; https://github.com/Effect-TS/effect/commit/78bdd7414b05700777b0b2cbbbede5846f2f814c,
7933,fix(Context): infer services for saved curried getters,MERGED,merged,2026-09-03T15:58:51Z,2026-09-04T06:03:41Z,2026-09-04T06:03:41Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7933,8cf12030e8a3e1e76384884d41afa96e2bd72b13,4,kitlangton=1; tim-smart=3,True,2,True,Tim consolidated and minimized saved-getter inference coverage and tightened the changeset.,No specific later follow-up identified.,7932,https://github.com/Effect-TS/effect/commit/9fdef8851c4ae05a11759d6c8a6946c54815c34c; https://github.com/Effect-TS/effect/commit/3ea1825694686ad83e59a74acd446b2cd9e06126; https://github.com/Effect-TS/effect/commit/dbe80aca587592750079e2360e41069e76d899c5; https://github.com/Effect-TS/effect/commit/677ab4542e310a8fb3898e19eb599e334d1ad9fa,
7935,fix(Layer): require error taps to accept the source error,MERGED,merged,2026-09-03T15:58:54Z,2026-09-04T02:47:57Z,2026-09-04T02:47:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7935,ce120f474b87d8a5a787dd7f848177ecd3b960fc,2,tim-smart=2,True,2,True,The retained branch is Tim-authored test/fix commits enforcing full-error observer domains without erased casts.,No specific later follow-up identified.,7934,https://github.com/Effect-TS/effect/commit/59e626b38883099b409f2ab5eaf5849cf298552b; https://github.com/Effect-TS/effect/commit/2b6686064ad43ebbf87e66491095b14ad66f75f4,
7937,fix(LayerMap): retain errors for preloaded service reacquisition,MERGED,merged,2026-09-03T16:04:28Z,2026-09-04T03:33:29Z,2026-09-04T03:33:29Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7937,e80d3972fcca4e986b6497d67406f45ee1be540d,3,kitlangton=1; tim-smart=2,True,2,False,"Tim refined preload typing and coverage, then deleted the standalone LayerMap type-test file.",No specific later follow-up identified.,7936,https://github.com/Effect-TS/effect/commit/b6a148669d895d96b6667d5da404b92b40eeb683; https://github.com/Effect-TS/effect/commit/ae6353cfc19b806aebb47adca621cc4eb240c3dc; https://github.com/Effect-TS/effect/commit/4e725f6466cae8fef60297fcc91440d6bc2a31c7,4907e9b2470894ddaf0cbdec2612b59f04a51dbe
7939,fix(Reply): align codec service requirements with their direction,MERGED,merged,2026-09-03T17:06:21Z,2026-09-04T02:49:44Z,2026-09-04T02:49:44Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7939,8f397ed4e7852026591819cc4c8c1995bdd2fb8c,3,kitlangton=1; tim-smart=2,True,1,True,Tim added a decoding-direction type regression and reduced the codec-service test matrix.,No specific later follow-up identified.,7938,https://github.com/Effect-TS/effect/commit/04fe6997911567c1ffd24b10c97e49375f5a1fb1; https://github.com/Effect-TS/effect/commit/ca49e76a07343ed1211499e4592c72437ae6aeaa; https://github.com/Effect-TS/effect/commit/c9b80fc89afc7ef2a64ca4e74f0d6823e0a859af,
7941,fix(DurableDeferred): require encoding services when recording exits,MERGED,merged,2026-09-03T17:06:25Z,2026-09-04T03:58:33Z,2026-09-04T03:58:33Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7941,876647502300b9fb79d163de10fd497716d93be0,3,kitlangton=1; tim-smart=2,True,2,False,Kit's retained first commit exposes missing services; Tim supplied the encoding-service declaration fix and removed the change-specific type coverage.,No specific later follow-up identified.,7940,https://github.com/Effect-TS/effect/commit/7e585f940187dabe9408c6ccba78ef44a080a133; https://github.com/Effect-TS/effect/commit/93159e3ece6d6d0481b449ec5117f7e2eb0ecacf; https://github.com/Effect-TS/effect/commit/5861ae32c7c1e9411cb4479642d75c9d032ec0c8,
7943,fix(platform-deno): apply writeFile modes only during creation,MERGED,merged,2026-09-03T17:17:18Z,2026-09-04T03:29:32Z,2026-09-04T03:29:32Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7943,862ba71de074b0fae5c0b35916643f57b0216e9b,3,tim-smart=3,True,2,True,The retained Tim-authored sequence verifies both preserving an existing mode and applying the requested mode on creation.,No specific later follow-up identified.,7942,https://github.com/Effect-TS/effect/commit/e8f0e1d2021d35f6308ed61967d2f8f8777fd8f2; https://github.com/Effect-TS/effect/commit/71c33f8491f8f55835bb84f1c0fad9e73b168e67; https://github.com/Effect-TS/effect/commit/89fb1a1b35c8fbb8ddab2454e697b881cdfaa553,a6ceb98e89cffdb59297764299bdb35728af63f1; c85fc0b8f2195780929d6fc8ecdc084faf18736c; 93f32c93ca0ba14ac454385796322d0a4a1ef7d7
7945,fix(HttpClient): constrain catch recovery to HTTP responses,MERGED,merged,2026-09-03T18:05:50Z,2026-09-04T05:07:23Z,2026-09-04T05:07:23Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7945,a71140fbe79809aa5311a55b1c6908905dc2df26,4,kitlangton=1; tim-smart=3,True,1,True,Tim requested matching the existing data-last overload and keeping only one or two regression checks; the final correction is type-only.,No specific later follow-up identified.,7944,https://github.com/Effect-TS/effect/commit/b0cc7f1a8180111d42f1bd0848c90614489a4293; https://github.com/Effect-TS/effect/commit/d73fcf4fc9f014ca71c0f135ff0713838d950710; https://github.com/Effect-TS/effect/commit/63f40dd9ce156ae1207df3d27e53bff92908fce5; https://github.com/Effect-TS/effect/commit/4f5d68e60637f1204cd4cf8f05dd98782e39b211,ca6f0dc4fcea564b351bf505df015d16a8b965ed
7947,fix(sql-sqlite-wasm): retain native worker error codes,MERGED,merged,2026-09-03T19:31:34Z,2026-09-04T02:51:46Z,2026-09-04T02:51:46Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7947,88593e4abca7065512214a0affd15fa401b0d64e,3,kitlangton=1; tim-smart=2,True,1,False,"Tim refined native-code metadata and removed a stale client assertion, then deleted the standalone WorkerError tests.",No specific later follow-up identified.,7946,https://github.com/Effect-TS/effect/commit/3e3eac00728e33a30a77da3d489ace26f5d438b3; https://github.com/Effect-TS/effect/commit/c5b5537a896c700bca66e55eea652b16943eb9df; https://github.com/Effect-TS/effect/commit/956e974f531548b703ebb4443c680b7a82981f4e,
7949,fix(sql-sqlite-wasm): release memory stream cursors on early exit,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T19:47:48Z,,2026-09-04T02:22:10Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7949,,2,kitlangton=1; tim-smart=1,True,1,,Tim narrowed the native cursor-lock regression before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7948,https://github.com/Effect-TS/effect/commit/c0fb8675e71b16a97f1e2c80f8658baee6d5217a; https://github.com/Effect-TS/effect/commit/e6abaa96318de197cc671ee198ce40239d9e5242,
7951,fix(sql-sqlite-wasm): start native message ports,MERGED,merged,2026-09-03T19:50:53Z,2026-09-04T03:32:25Z,2026-09-04T03:32:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7951,f4981cf9a5f68f283d40034bd221f38bdeab01c0,3,kitlangton=1; tim-smart=2,True,2,True,"Tim added failing endpoint startup tests and landed start-after-listener registration, including extracted SharedWorker-port cleanup.",No specific later follow-up identified.,7950,https://github.com/Effect-TS/effect/commit/06dd8d1820d742971c35f518247925002b946175; https://github.com/Effect-TS/effect/commit/c1dbfa040ec9b5600bfc82baaa8252f474fd26f1; https://github.com/Effect-TS/effect/commit/5f9d69215befb00d39a8d7209a93331f40e9a072,
7953,fix(sql-sqlite-wasm): retain statement-specific result columns,MERGED,merged,2026-09-03T19:51:39Z,2026-09-04T05:45:57Z,2026-09-04T05:45:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7953,4b7e6c74d2177c55209ceb901e0ae8533267a527,5,kitlangton=1; tim-smart=4,True,3,True,Tim reduced statement-column tests and simplified the worker protocol to per-row column arrays.,No specific later follow-up identified.,7952,https://github.com/Effect-TS/effect/commit/544618f73502c2439bc815dc34fe3c6a41fd8cf0; https://github.com/Effect-TS/effect/commit/6cbc3f998a678d848d82c2a7e4e3282462452d1e; https://github.com/Effect-TS/effect/commit/54891943b032cd1eb731772d40e63995b323b3da; https://github.com/Effect-TS/effect/commit/e9c293faaeda79c1cf8a11610bf50d55583c45d1; https://github.com/Effect-TS/effect/commit/3266181e0c9724631a5ed4098ba384c9155165ba,
7959,fix(AtomHttpApi): dispatch top-level group endpoints,MERGED,merged,2026-09-03T23:47:42Z,2026-09-04T03:59:10Z,2026-09-04T03:59:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7959,d150a643c4f60da2dc19ae813b807d48b580087e,2,tim-smart=2,True,3,True,The retained branch is Tim-authored test/fix commits selecting the root generated client for top-level groups.,No specific later follow-up identified.,7958,https://github.com/Effect-TS/effect/commit/d1b27d09b7d211f31996b7285fd960914089b991; https://github.com/Effect-TS/effect/commit/3394255829860937a9baf61f47f09a9625ee86c1,fc668b61e9755545a47582dee6c4425d5652cbb6
7961,fix(reactivity): honor explicit zero query TTL values,MERGED,merged,2026-09-03T23:47:49Z,2026-09-04T05:43:18Z,2026-09-04T05:43:18Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7961,05b1e80cde3a8da1ff1afe288f8539b72c05bb87,4,kitlangton=1; tim-smart=3,True,2,True,Tim removed the standalone zero-TTL matrix and added focused coverage in the two adapter suites.,No specific later follow-up identified.,7960,https://github.com/Effect-TS/effect/commit/022b62e0e99ad5997ac01a334fb61a3132602508; https://github.com/Effect-TS/effect/commit/d6a6735a643c4f15ffeb4f644c40a37e64d2de69; https://github.com/Effect-TS/effect/commit/f7f44c2da2f25ddae3026bfb27c71cd6193545da; https://github.com/Effect-TS/effect/commit/8581c663e893196fe93742f8dfcb51b42f5e76fb,79ae49f19cab9a42c8f27ae8b104d5e39e6131fa; fc668b61e9755545a47582dee6c4425d5652cbb6
7963,fix(AtomRpc): preserve client middleware error types,MERGED,merged,2026-09-03T23:47:56Z,2026-09-04T06:16:55Z,2026-09-04T06:16:56Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7963,414dc9056a39aa22f7cc27aeb5e631231ce50982,4,kitlangton=1; tim-smart=3,True,2,True,"Tim cleaned up the declaration fix, removed the PR-specific tests, and added focused middleware-error assertions in the main AtomRpc suite.","Adjacent type fix: [#8067](https://github.com/Effect-TS/effect/pull/8067), merged September 5, includes Rpc's sixth requirements parameter when matching query types. The missing parameter predates this middleware-error-union correction.",7962,https://github.com/Effect-TS/effect/commit/e55f9ae3ae6c424db6398e62916f850ba18fc5b0; https://github.com/Effect-TS/effect/commit/efa80461957acfd5269c2cd534ce2a66cc31425e; https://github.com/Effect-TS/effect/commit/ada7468dcad92c0c782b4a3ed386253b907763cf; https://github.com/Effect-TS/effect/commit/59c004e029189d551eed98e035cc5b4f5dfb4576,79ae49f19cab9a42c8f27ae8b104d5e39e6131fa
7965,fix(AtomHttpApi): expose generated client stream success types,MERGED,merged,2026-09-03T23:49:07Z,2026-09-04T06:05:21Z,2026-09-04T06:05:21Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7965,fe4fed1b014c78043a8efe37520c527100910010,4,kitlangton=1; tim-smart=3,True,3,True,Tim consolidated/reduced generated-client stream typing checks and added decoded-response-stream coverage.,"Related extension: [#7954](https://github.com/Effect-TS/effect/pull/7954), merged September 5, threads per-call SSE decode options through AtomHttpApi and includes them in query cache keys. It is not a correction to this stream-success type mapping.",7964,https://github.com/Effect-TS/effect/commit/63523f2dc3d77d35bfe9fadff625a2d4d70a1b30; https://github.com/Effect-TS/effect/commit/69bf10c3523f3ca371b1091ef83ab574e9fd6ce0; https://github.com/Effect-TS/effect/commit/d41dfc9bc9a9dd48cf76fef315b9da5cb3fb6b40; https://github.com/Effect-TS/effect/commit/38db0f395aa8848b77138affcfd8799e8279dbfe,fc668b61e9755545a47582dee6c4425d5652cbb6
7967,fix(FiberHandle): keep same-fiber registrations idempotent,MERGED,merged,2026-09-03T23:49:14Z,2026-09-04T04:05:40Z,2026-09-04T04:05:40Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7967,84ad49a357ef156b4ff46cefc945efbe3e292eff,2,kitlangton=1; tim-smart=1,True,1,True,Tim simplified same-fiber registration regressions beside the existing FiberHandle/FiberMap onlyIfMissing cases.,No specific later follow-up identified.,7966,https://github.com/Effect-TS/effect/commit/079f2f3b76bfcc6022cdd7db13abf24edb2e97fa; https://github.com/Effect-TS/effect/commit/973668dd00f7d0623ede67f3381fbe021f7664a7,
7969,fix(bundle): propagate requested output write failures,MERGED,merged,2026-09-03T23:49:21Z,2026-09-04T04:14:04Z,2026-09-04T04:14:04Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7969,b17bcf6f55aa9feacc004e4eb727611572ab5a81,4,kitlangton=1; tim-smart=3,True,1,False,"Tim replaced the single-writer FiberSet with direct Effect.all coordination of writing and gzip measurement, then deleted the standalone Rollup tests.",No specific later follow-up identified.,7968,https://github.com/Effect-TS/effect/commit/0f73c1c703f839234e8ded7f22bdf419829ccb7e; https://github.com/Effect-TS/effect/commit/38791a2162698fbe9ad27c8e846d3290e5d76a1e; https://github.com/Effect-TS/effect/commit/841a9f73cb2bfea977fca445f9a5f9c6fa4a6b8e; https://github.com/Effect-TS/effect/commit/46e3a7a4bbbf6c390433613fe6652e15d61536b7,
7971,fix(bundle): decode module URLs before discovering fixtures,MERGED,merged,2026-09-03T23:49:29Z,2026-09-04T06:05:15Z,2026-09-04T06:05:15Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7971,be6b6af60a719b119b3820da5fbf1ba9c48712e6,5,kitlangton=1; tim-smart=4,True,2,True,"Tim reduced fixture-path coverage, revised the changeset, and moved the regression into the main Plugins suite.",No specific later follow-up identified.,7970,https://github.com/Effect-TS/effect/commit/e2fd7c8b111cff4f1d002422699516ac763e3de1; https://github.com/Effect-TS/effect/commit/14a8aacb9a08c81165ed8ebea4fe0c6fb35b5f7a; https://github.com/Effect-TS/effect/commit/24d902b176a591b29deb04d6e13f35c053a5dda1; https://github.com/Effect-TS/effect/commit/433d87c1cf23722317995c34b386961396c57eb3; https://github.com/Effect-TS/effect/commit/9308df943db77e05186968620d0524ee95bbcbee,
7973,fix(oxc): preserve bigint precision in literal fixes,MERGED,merged,2026-09-03T23:49:36Z,2026-09-04T04:10:29Z,2026-09-04T04:10:29Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7973,3e2a8adf67bc499ff878f91d6fa36031fc2c05aa,3,kitlangton=1; tim-smart=2,True,1,False,"Tim focused the bigint precision regression, then deleted the standalone fixer test file; quoted exact decimal digits remain in the autofix.",No specific later follow-up identified.,7972,https://github.com/Effect-TS/effect/commit/1bd559c05d74df0d055ebb6630e34ca4e0b8889d; https://github.com/Effect-TS/effect/commit/7ad9aedceee01ebd042c08e60328c378960749c5; https://github.com/Effect-TS/effect/commit/eb17dbd78bf772e5ab5a71a1a59cae20b623d132,
7975,fix(oxc): escape rewritten import specifiers,MERGED,merged,2026-09-03T23:49:43Z,2026-09-04T04:35:33Z,2026-09-04T04:35:33Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7975,d39041ea2bfcd70fd7962abc3a80eb6fe57071a4,2,kitlangton=1; tim-smart=1,True,1,True,Tim strengthened import/re-export string-escaping coverage.,No specific later follow-up identified.,7974,https://github.com/Effect-TS/effect/commit/65e30600e44b78765010096f06e36d5ec066f3c9; https://github.com/Effect-TS/effect/commit/c8c8a282749b4c6e6ea0a7cbef145d47b4619fe7,
7979,fix(RequestResolver): preserve tagged handler failure causes,MERGED,merged,2026-09-04T02:32:42Z,2026-09-04T04:07:29Z,2026-09-04T04:07:29Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7979,bc582c94313cbb89d87b3844ffffabebbb4ffa83,2,kitlangton=1; tim-smart=1,True,1,True,"Tim focused coverage on preserving failure, defect and interruption causes in their original channels.",No specific later follow-up identified.,7978,https://github.com/Effect-TS/effect/commit/05b1860deb8d94ac6b52650d2eab31a710993f25; https://github.com/Effect-TS/effect/commit/ac7ec7775b82875b32168b02584630adfd2fccee,
7981,fix(RequestResolver): consume tagged iterable results,MERGED,merged,2026-09-04T02:32:50Z,2026-09-04T06:03:09Z,2026-09-04T06:03:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7981,2c63f1e07e375b7958e14929c6a4b358c819a9d0,4,kitlangton=1; tim-smart=3,True,3,True,"Tim consolidated arrays, array iterators and generators into focused tagged-result cases and tightened the release note.",No specific later follow-up identified.,7980,https://github.com/Effect-TS/effect/commit/c5343eb13ae994880b88ff4012b2d54dc476f1e6; https://github.com/Effect-TS/effect/commit/ac61edaafdcd76b8000bdf3d8250932deb45eb41; https://github.com/Effect-TS/effect/commit/b9fab246760e3b4794edcbbf76bbafb5b3b760db; https://github.com/Effect-TS/effect/commit/002a3639d0040033ebecaa18618bd54b77b99818,
7983,fix(Layer): forward span stack-capture options,MERGED,merged,2026-09-04T02:32:59Z,2026-09-04T04:38:42Z,2026-09-04T04:38:42Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7983,248201f7846d855685a4dc1b2f01968981706d69,3,kitlangton=1; tim-smart=2,True,1,True,"Tim focused tracing regressions on caller-frame, disabled and supplied stack captures and clarified the changeset.",No specific later follow-up identified.,7982,https://github.com/Effect-TS/effect/commit/63a400193fbead7c56c2d9d9095efd581c2d1178; https://github.com/Effect-TS/effect/commit/682e988a2eae343828fbf6d800d6d86bd7bb88d3; https://github.com/Effect-TS/effect/commit/71fd05932514aeaa136014437466323debc85bcf,
7985,fix(RateLimiter): report exact fixed-window reset lifetime,MERGED,merged,2026-09-04T02:33:07Z,2026-09-04T04:36:49Z,2026-09-04T04:36:49Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7985,f1b291027c3055f801c2f288dda21ba84c361956,2,kitlangton=1; tim-smart=1,True,1,True,Tim consolidated exact/partial/elapsed/overflow fixed-window lifetime coverage in the existing RateLimiter suite.,No specific later follow-up identified.,7984,https://github.com/Effect-TS/effect/commit/4233a7fc435e1dce86810d82f531136c1ed6a18e; https://github.com/Effect-TS/effect/commit/29ecca28c20e1e6b4be631d17e24c00d616c5cb4,44f44cae65249801c082c3a3848016eeeac5eb24
7987,fix(Multipart): add isStreamPart guard,MERGED,merged,2026-09-04T02:33:15Z,2026-09-04T05:24:20Z,2026-09-04T05:24:20Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7987,4a59c6a559e69d399b00c6acd48c8e1977e34875,4,kitlangton=1; tim-smart=3,True,1,True,"API redesign: Tim rejected narrowing the existing isPart guard, retained its broad brand semantics, and added the separate isStreamPart guard with tests and docs.","Confirmed documentation repair: [#8105](https://github.com/Effect-TS/effect/pull/8105), merged September 7, adds the required Details heading to the isPart paragraph introduced here. The other repair in that PR concerns separate ChildProcess work.",7986,https://github.com/Effect-TS/effect/commit/f495d3c77aba4d7c32cf3b6a32b8b01189fa8def; https://github.com/Effect-TS/effect/commit/8d63149298a91b45a8336f07998102062d42053c; https://github.com/Effect-TS/effect/commit/647903b7d02a71ad7ff4d75c19b5982726d21f53; https://github.com/Effect-TS/effect/commit/ac68c92b727a022b878e8fb53bac60a2bb10b296,93f32c93ca0ba14ac454385796322d0a4a1ef7d7; cda12840a454d350d4924a038e97d82f81c4eb00
7989,fix(ChildProcess): preserve astral escapes in templates,MERGED,merged,2026-09-04T02:33:23Z,2026-09-04T04:00:15Z,2026-09-04T04:00:15Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7989,4ffcaf4c4a94d3d9d5715db91aa37d7f5d9ecd99,3,kitlangton=1; tim-smart=2,True,1,True,Tim reduced the astral-escape regression to the public tagged-template failure.,No specific later follow-up identified.,7988,https://github.com/Effect-TS/effect/commit/ad1a4c3b23a2b5921ae3e50e5cb655d21b375940; https://github.com/Effect-TS/effect/commit/3bef2fde93672a52bf702a4519c2e791ab830ddf; https://github.com/Effect-TS/effect/commit/e8ddc162ea03a2ca17d609fb819d6a73a49e3aa7,cda12840a454d350d4924a038e97d82f81c4eb00; ba2fd822e9618f30d0f430ae4eed2eaa4813e2e3
7991,fix(Metric): scope cached hooks to the selected registry,MERGED,merged,2026-09-04T02:33:30Z,2026-09-04T06:02:51Z,2026-09-04T06:02:51Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7991,1579d6fd063e444e4fcdfd08ff194c7485203f9c,4,kitlangton=1; tim-smart=3,True,2,True,"Tim refined registry-specific caching into weak-keyed metadata, reduced the isolation fixture, and added attributed-metric coverage.",No specific later follow-up identified.,7990,https://github.com/Effect-TS/effect/commit/ad049ea779273347b96aa402ebbbec1e8cd77708; https://github.com/Effect-TS/effect/commit/227794cdc3f46032bfaa7298aed8b677e36cfaf6; https://github.com/Effect-TS/effect/commit/32952e90a84e3f56a9dae6b29ede0824a1fb4b0d; https://github.com/Effect-TS/effect/commit/ef952f49b841289d2ccdb63fc9a4226cb10e1721,
